source	target
AGO3	OR6C65
AGPAT1	TMPRSS6
AGPAT3	STIM1
AGPAT3	TRIP4
AGPAT3	PTPRU
AGPS	BEST2
AGPS	EIF2AK4
AGPS	SLC47A2
AGPS	C12orf23
AGPS	FAM183A
AGPS	PLA2G4F
AGRP	SP8
AGTPBP1	MSL1
AGTRAP	A1BG
AGTRAP	MPPE1
AHCTF1	ZNF160
AHCYL1	NME6
AHCYL1	DCBLD2
AHCYL2	C9orf9
AHNAK	KIF13A
AHNAK	NUMBL
AHNAK	ZNF226
AHNAK2	KIF7
AHNAK2	AXL
AHNAK2	C16orf45
AHNAK2	DNM1
AHNAK2	DNMBP
AHNAK2	ISLR
AHNAK2	ITGBL1
AHNAK2	PHF19
AHNAK2	PPL
AHNAK2	PTGES
AHNAK2	S100A10
AHNAK2	SCARA3
AHNAK2	XPNPEP2
AHR	ATP13A3
AHR	CCDC104
AHR	ALDH1A2
AHR	B3GNT2
AHR	DNAJC10
AHR	FZD1
AHR	HIVEP1
AHR	IL1R1
AHR	MYO1D
AHR	SYNJ1
AHR	TSHZ3
AIDA	ASPH
AIDA	CSDE1
AIDA	HNRNPU
AIDA	PARN
AIDA	TBC1D23
AIF1	IER3
AIF1	SLC7A7
AIF1	NCF4
AIF1	TMEM200B
AIF1	OSTF1
AIF1	FCER1A
AIF1	MPEG1
AIF1	PYCARD
AIF1	RABGEF1
AIF1	RNASET2
AIF1	SPINT2
AIF1	SYK
AIF1	TBXAS1
AIF1L	CCM2L
AIF1L	ADCY4
AIF1L	DYRK3
AIF1L	EFNB1
AIF1L	GPR116
AIF1L	HSPA12B
AIF1L	KIAA1211L
AIF1L	LIMS2
AIF1L	MLLT4
AIF1L	NOTCH4
AIF1L	PDE2A
AIF1L	PODXL
AIF1L	ROBO4
AIF1L	SHROOM4
AIF1L	TEK
AIF1L	TINAGL1
AIF1L	TSPAN9
AIFM2	VEGFB
AIFM2	MKNK2
AIFM2	SLC6A6
AIFM3	NACC2
AIMP1	RGS8
AK3	RFC5
AK4	TMSB10
AKAP1	LINC00847
AKAP1	VMP1
AKAP11	RBM26
AKAP12	CABLES1
AKAP12	E2F6
AKAP12	NLGN1
AKAP13	HEPN1
AKAP13	ACVR2A
AKAP13	UBE2Z
AKAP13	WSB1
AKAP17A	PTGDR
AKAP17A	RNF165
AKAP17A	DDX26B
AKAP17A	DFFB
AKAP17A	KIAA0753
AKAP17A	PPP1R11
AKAP17A	STX16
AKAP17A	TNFRSF10B
AKAP17A	TRIM11
AKAP17A	YY1AP1
AKAP17A	ZNF74
AKAP9	KIAA1731
AKAP9	CCDC174
AKAP9	DHX36
AKAP9	FAM126B
AKAP9	KPNB1
AKAP9	KRR1
AKAP9	LCE3A
AKAP9	MYCBP2
AKAP9	RAD21
AKIRIN2	ZFAT
AKNA	UFSP2
AKNA	WWC3
AKR1C1	SRPX2
AKR1C1	AKR1C3
AKR1C3	HACL1
AKR1C3	SEMA3C
AKT2	CLMP
AKT3	DRAP1
AKT3	ANAPC4
AKT3	ARL17A
AKT3	CTBP2
AKTIP	CHST5
AKTIP	DUSP7
AKTIP	LYPD1
AKTIP	ZDHHC21
ALAS1	RAPH1
ALAS2	SLC38A5
ALAS2	DES
ALAS2	FAM104A
ALAS2	SMIM5
ALCAM	CCL3
ALCAM	SPOCD1
ALCAM	C11orf45
ALCAM	ABCG2
ALCAM	ATF3
ALCAM	GINS1
ALCAM	IL1RN
ALCAM	KIAA0930
ALCAM	MFSD12
ALCAM	MMP19
ALCAM	MSR1
ALCAM	NRIP3
ALCAM	PHLDA1
ALDH1A3	LTBP2
ALDH2	G0S2
ALDH2	GPD1
ALDH3A2	CCDC47
ALDH3A2	PHACTR1
ALDH3A2	RAB2A
ALDH3B1	PLEKHO2
ALDH7A1	CATSPER1
ALDH7A1	GOT1
ALDH7A1	ABCA10
ALDH7A1	ACBD4
ALDH7A1	CTLA4
ALDH7A1	ETFDH
ALDH7A1	GUF1
ALDH7A1	SFI1
ALDH9A1	HIGD1A
ALDH9A1	SGCG
ALDH9A1	ATP5G3
ALDH9A1	GPD1
ALDH9A1	IDH1
ALDH9A1	SUB1
ALDOA	G6PC3
ALDOA	AKT1
ALDOA	MXD4
ALDOA	PIGS
ALDOA	USP37
ALDOB	B3GNT9
ALDOB	GPR151
ALDOB	TRIM50
ALDOC	ATP6V0E2
ALKBH1	ZNF2
ALKBH1	ZNF584
ALKBH5	LASP1
ALKBH7	EXOSC5
ALKBH7	ARIH2OS
ALOX15B	MLANA
ALOX15B	OLR1
ALOXE3	HIST1H1B
ALOXE3	GS52*
ALPK3	NT5DC3
ALPK3	SCN4A
AMBP	PRB3
AMD1	SMYD4
AMD1	TTC12
AMD1	MCAM
AMD1	TES
AMELX	KRTAP5-11
AMER3	UNC45B
AMH	BARX1
AMHR2	SH3GL1
AMHR2	SHF
AMN1	SIRT5
AMOT	TEX2
AMOT	FGFR2
AMOT	KAL1
AMOT	KCNA2
AMOT	MRO
AMOT	PLA2G16
AMOT	PON2
AMOT	USP9X
AMOTL1	ADCY3
AMOTL1	CDC42EP4
AMT	ROBO3
AMT	LUC7L
AMT	ZNF337
ANAPC11	NDUFA2
ANAPC11	DPM3
ANAPC11	ICT1
ANAPC11	COX16
ANAPC11	NDUFB2
ANAPC11	TP53TG1
ANAPC11	MRPL27
ANAPC11	NTMT1
ANAPC11	C11orf31
ANAPC11	CRADD
ANAPC11	FAM96B
ANAPC11	MRPL18
ANAPC11	MRPS12
ANAPC11	PNKD
ANAPC11	POLR2F
ANAPC11	ROMO1
ANAPC11	SMDT1
ANAPC11	SNRPB
ANAPC11	SNRPC
ANAPC11	SNRPG
ANAPC7	KIAA0391
ANGPT1	COBLL1
ANGPT1	MARK1
ANGPT1	PLA2G16
ANGPT1	RAB30
ANGPT1	SOS1
ANGPT1	TCTA
ANGPTL1	CCIN
ANGPTL2	PAMR1
ANKAR	C10orf85
ANKDD1A	RNF182
ANKDD1A	ABCC3
ANKDD1A	FOXC1
ANKDD1A	NPR3
ANKDD1A	YPEL5
ANKFY1	SLC25A19
ANKHD1	PUM2
ANKIB1	ZMAT2
ANKIB1	EIF2AK4
ANKRD10	PCGF3
ANKRD11	SLX4IP
ANKRD11	CSNK1G1
ANKRD11	HECTD4
ANKRD11	SETX
ANKRD11	ZNF609
ANKRD13A	ARHGAP27
ANKRD13A	RAB31
ANKRD13A	SLC12A6
ANKRD13A	STMN3
ANKRD13A	STX3
ANKRD13C	KLHL15
ANKRD13C	SDR9C7
ANKRD13C	SBK2
ANKRD13C	FHDC1
ANKRD13C	ZNF420
ANKRD13C	ATAD2
ANKRD13C	CCDC117
ANKRD13C	CTNND2
ANKRD13C	DIAPH3
ANKRD13C	FAM103A1
ANKRD13C	PRR12
ANKRD13C	TIAL1
ANKRD13C	TUBGCP3
ANKRD13C	WDR75
ANKRD13D	GPR27
ANKRD13D	ANKS3
ANKRD13D	CACNA1I
ANKRD35	NCOA3
ANKRD36B	KIAA1407
ANKRD36B	POU6F1
ANKRD40	BTBD6
ANKRD40	EPM2A
ANKRD46	TMEM230
ANKRD46	ARID5A
ANKRD46	ZNF285
ANKRD6	CNGA1
ANKRD66	TMEM207
ANKRD66	ACER1
ANKRD66	ZBBX
ANKRD66	ACBD7
ANKRD66	ASB11
ANKRD66	CACNB2
ANKRD66	GRAMD1B
ANKRD66	LIN54
ANKRD66	TTC26
ANKUB1	ZNF829
ANO1	FAM162B
ANO1	EDNRA
ANO1	ITPR1
ANO1	NR2F2
ANO6	GTF2E2
ANO6	MTHFD1
ANO6	SRSF4
ANO6	IER3
ANO6	SLC41A1
ANO6	GSDMB
ANO6	TLE1
ANO6	ACSM5
ANO6	ACVR1
ANO6	ARL4A
ANO6	ORMDL3
ANO6	PDE8A
ANO6	PIK3CB
ANO6	RAPGEF4
ANO6	TBC1D4
ANO6	ZNF41
ANP32D	SYNGR4
ANP32D	GNGT1
ANP32D	ZNF576
ANP32E	DSCAM
ANP32E	TREH
ANP32E	NLRP5
ANP32E	SPERT
ANP32E	THEG
ANP32E	PRSS37
ANP32E	ABCA2
ANP32E	AGPAT5
ANP32E	ANKRD66
ANP32E	ARFIP1
ANP32E	DSCR3
ANP32E	FAM91A1
ANP32E	FMO5
ANP32E	INSIG2
ANP32E	NKD1
ANP32E	PRSS3
ANP32E	SLC39A8
ANP32E	USP54
ANPEP	PKIA
ANTXR2	C5orf22
ANTXR2	CAPN7
ANTXR2	CASD1
ANTXR2	CYP20A1
ANTXR2	GNE
ANTXR2	IPP
ANTXR2	ZRANB1
ANXA1	CRYAB
ANXA1	XYLT1
ANXA1	PAK1IP1
ANXA1	DYNLL1
ANXA1	AKR1C1
ANXA1	ANXA5
ANXA1	CCDC107
ANXA1	FUCA2
ANXA1	GMFB
ANXA1	NOV
ANXA1	PELO
ANXA1	S100A10
ANXA1	TXN
ANXA2	PTS
ANXA2	LGALS1
ANXA4	RABAC1
ANXA4	CD3EAP
ANXA4	TAGLN
ANXA5	USP20
ANXA5	CCDC53
ANXA5	DNM3
ANXA5	ATP6AP2
ANXA5	MBD2
ANXA5	NMT2
ANXA5	TMED5
ANXA7	PIEZO1
ANXA7	KIAA0196
ANXA7	VPS8
ANXA7	PIGW
ANXA7	AP3S1
ANXA7	ABHD8
ANXA7	ARF4
ANXA7	ASCC3
ANXA7	BRCA1
ANXA7	C15orf27
ANXA7	C1GALT1C1
ANXA7	CCDC41
ANXA7	CLN5
ANXA7	ENTPD7
ANXA7	HSPA13
ANXA7	IFT57
ANXA7	LSG1
ANXA7	MIR22HG
ANXA7	PPM1B
ANXA7	PSMA4
ANXA7	PSMC2
ANXA7	SLC25A6
ANXA7	TNFRSF13B
ANXA7	VRK3
ANXA7	ZNF330
AOC3	EIF4H
AOC3	SURF4
AOC3	TMEM245
AP1B1	HTT
AP1S2	ELF1
AP1S2	RC3H1
AP1S2	ZSCAN22
AP2M1	HSPB1
AP2M1	AES
AP2M1	AP1M1
AP2M1	GALNT2
AP2M1	PFN1
AP2S1	ZNHIT1
AP2S1	C9orf16
AP2S1	TMEM160
AP2S1	ARNT
AP2S1	ATP6V0D1
AP2S1	FIBP
AP2S1	GPX1
AP3B2	PDIA2
AP3B2	MAGEB3
AP3B2	RNASE12
AP3B2	C16orf96
AP3B2	OTOP3
AP3B2	C12orf61
AP3B2	C20orf96
AP3B2	FAM180A
AP3B2	FBXO10
AP3B2	PTPRH
AP3B2	WNT1
AP3M1	FBXO22
AP3M1	UBE3C
AP3M1	VPS45
AP4B1	COG3
AP4B1	FRY
AP4B1	STRADA
AP4B1	TRMT2A
AP4E1	CEP63
AP5M1	ATAD1
AP5M1	FAM173B
APBA2	SLC7A5
APBB1	PSD
APBB1	STK19
APBB2	TTC37
APBB2	DCBLD2
APBB2	NRD1
APCDD1	EGFR
APCDD1	ELP3
APCDD1	VIT
APH1A	VMAC
APH1A	EEFSEC
APH1B	FAM160A1
APLF	ZNF404
APLNR	DOCK6
APLNR	FAM69B
APLP2	HEXA
APMAP	ALDH2
APMAP	GGT7
APMAP	KIAA0226
APMAP	MRPL30
APMAP	NDUFA10
APMAP	OXCT1
APMAP	TF
APOA1BP	ANAPC15
APOA1BP	PLGRKT
APOA1BP	B4GALT2
APOA1BP	BCL7B
APOA1BP	C16orf13
APOA1BP	CHID1
APOA1BP	LRRC28
APOL3	APOL1
APOLD1	SIK1
APOLD1	CSRNP1
APOLD1	CX3CL1
APOLD1	DUSP1
APOLD1	GRASP
APOLD1	KCNE4
APOLD1	KIAA1211L
APOOL	ATF7IP
APP	FAM71A
APPBP2	PIK3CA
APPBP2	BRIX1
APPBP2	NT5DC1
APPBP2	SMAD4
APPBP2	TBCEL
APPL1	FAM73A
APPL2	RPS6KB1
AQP11	PRL
AQP2	KRTAP10-3
AQP2	EXO1
AQP2	HPCA
AQP2	MRGPRX4
AQP2	LINGO3
AQP2	OR4D2
AQP2	NPHS2
AQP2	PSD
AQP2	CHST4
AQP2	E2F2
AQP9	SRGN
AQP9	CLEC7A
AQP9	CSF2RB
AQP9	EDEM1
AQP9	EMR2
AQP9	LMNB1
AQP9	NADK
AQP9	NFAM1
AQP9	PLXNC1
AQP9	SLC45A4
AQP9	TBC1D13
AQP9	VNN2
AR	AMOTL2
ARAF	ATG13
ARAP2	ST20
ARAP3	TBKBP1
ARF4	CNN3
ARF4	FTSJ1
ARF4	RBM3
ARF4	GID8
ARF5	TRAPPC6A
ARF5	APRT
ARF5	KGFLP2*
ARF5	GOSR1
ARF5	GSE1
ARFGAP1	ZNF485
ARFGEF1	RASA1
ARFIP1	TOP3A
ARGLU1	ARHGAP35
ARGLU1	CLASP1
ARGLU1	ENDOD1
ARGLU1	FAM111A
ARGLU1	FAM193A
ARGLU1	GLYR1
ARGLU1	PHF2
ARGLU1	RSRC2
ARGLU1	SAFB2
ARGLU1	SFSWAP
ARGLU1	SZRD1
ARGLU1	TMED4
ARGLU1	XAF1
ARGLU1	ZMYM6
ARHGAP15	IARS2
ARHGAP15	PAFAH1B3
ARHGAP15	CARD16
ARHGAP21	AAED1
ARHGAP21	ANGPT1
ARHGAP21	CEP89
ARHGAP21	EEA1
ARHGAP21	EIF3F
ARHGAP21	FBN1
ARHGAP21	LIMA1
ARHGAP21	NEK3
ARHGAP21	PCM1
ARHGAP21	SSRP1
ARHGAP21	SWAP70
ARHGAP21	ZFYVE9
ARHGAP23	FAM26E
ARHGAP23	APP
ARHGAP23	HEG1
ARHGAP23	PCGF2
ARHGAP23	PDE7B
ARHGAP25	KIAA0247
ARHGAP25	GMFG
ARHGAP25	VASP
ARHGAP25	ISG20
ARHGAP25	CD1D
ARHGAP25	ILVBL
ARHGAP25	PTGER2
ARHGAP26	AKNA
ARHGAP26	CNOT6L
ARHGAP26	CRISPLD2
ARHGAP28	TUBA8
ARHGAP28	FLRT2
ARHGAP28	TBX18
ARHGAP32	TRIO
ARHGAP32	ZFPM2
ARHGAP39	DYRK1A
ARHGAP4	ACSS1
ARHGAP4	CYTH1
ARHGAP4	CYTH4
ARHGAP4	POGLUT1
ARHGAP5	DDX17
ARHGAP5	GNRH1
ARHGAP5	TMEM261
ARHGAP9	LPAR2
ARHGAP9	TMEM117
ARHGAP9	CCDC88B
ARHGAP9	AMPD2
ARHGAP9	ARHGAP25
ARHGAP9	ARHGAP26
ARHGAP9	ATG16L2
ARHGAP9	BIN2
ARHGAP9	CCDC113
ARHGAP9	CD300LF
ARHGAP9	CYTIP
ARHGAP9	FGD3
ARHGAP9	HMCES
ARHGAP9	HMHA1
ARHGAP9	JAK3
ARHGAP9	LTB4R
ARHGAP9	MBOAT7
ARHGAP9	NBEAL2
ARHGAP9	RELT
ARHGAP9	SEMA4D
ARHGAP9	TACC3
ARHGAP9	TBC1D10C
ARHGDIB	LYSMD2
ARHGDIB	IFITM2
ARHGDIB	RGS22
ARHGDIB	SIK2
ARHGEF1	CIDEB
ARHGEF1	CSNK1G2
ARHGEF1	KLHL17
ARHGEF1	STARD3
ARHGEF15	RAPGEF3
ARHGEF16	SERPINB2
ARHGEF26	C6
ARHGEF26	GREB1L
ARHGEF26	IRAK2
ARHGEF26	PER2
ARHGEF40	OCEL1
ARHGEF40	CCDC92
ARHGEF40	DUS1L
ARHGEF40	LMF1
ARHGEF40	MUM1
ARID1B	EP300
ARID1B	AGAP2-AS1
ARID1B	FAM126B
ARID1B	HELZ
ARID1B	LIMD1
ARID1B	TNRC6B
ARID1B	VCPIP1
ARID1B	ZBTB1
ARID1B	ZNF268
ARID4A	ZNF181
ARID4A	TSPAN17
ARID4A	SLC27A4
ARID4A	ACVR2B
ARID4A	ATXN1
ARID4A	HAUS3
ARID4A	HSF2
ARID4B	ZNF655
ARIH2	MIR600HG
ARIH2	MCM3AP
ARIH2	MICAL3
ARL1	OR10Q1
ARL13B	ZCCHC12
ARL2	C7orf50
ARL2	USP5
ARL2	MVB12A
ARL2BP	ALG8
ARL2BP	MORF4L2
ARL4A	PTPN11
ARL4C	IRF4
ARL5A	SNX18
ARL6IP1	PGRMC1
ARL6IP1	UBE2W
ARL6IP4	MRGPRD
ARL6IP4	GRM6
ARL6IP4	NHLH1
ARL6IP4	ASB16
ARL6IP4	NCS1
ARL6IP4	TIMM8A
ARL6IP4	TMEM150B
ARL8B	PCSK2
ARL8B	TRMT1L
ARMC1	DDX54
ARMC10	RPA3
ARMC10	KLF17
ARMC10	TMEM17
ARMC10	CCDC51
ARMC10	C14orf28
ARMC10	CENPBD1
ARMC10	DCTD
ARMC10	METTL6
ARMC10	TUBGCP4
ARMC10	ZDHHC16
ARMC7	LRRC4
ARMCX1	RAB40B
ARMCX1	RBPMS
ARMCX1	STX7
ARMCX1	ZNF425
ARMCX3	ARL1
ARMCX3	MAST1
ARMCX3	TBC1D8B
ARMCX3	TWSG1
ARPC3	CTSZ
ARPC4	MAP2K2
ARPC4	KIAA1737
ARPC4	IL18BP
ARPC4	C17orf62
ARPC4	AKAP13
ARPC4	CORO7
ARPC4	DGKA
ARPC4	DROSHA
ARPC4	EBAG9
ARPC4	ELL2
ARPC4	FBXL17
ARPC4	FLT3LG
ARPC4	FXR1
ARPC4	GNPAT
ARPC4	IPP
ARPC4	KLHL8
ARPC4	LYRM7
ARPC4	NKAPL
ARPC4	OXR1
ARPC4	PAPSS2
ARPC4	RAD23B
ARPC4	RNF170
ARPC4	SRC
ARPC4	STARD3
ARPC4	TAGLN2
ARPC4	ZFYVE21
ARPC5	DVL1
ARPC5	TRAPPC12
ARPC5	CISD2
ARPC5	MAVS
ARPC5	NRG2
ARPC5	SH3BGRL
ARPC5	TPM3
ARPC5	TTC7A
ARPC5	UBE2D3
ARPC5L	CCDC43
ARPC5L	GLRX2
ARPC5L	RESP18
ARPC5L	SURF6
ARPC5L	CARS
ARPC5L	DDX19A
ARPC5L	EDNRB
ARPC5L	MTAP
ARPC5L	PCYT1A
ARPC5L	PXMP4
ARPC5L	SLC31A1
ARPC5L	ZNF71
ARPP19	MOCS3
ARPP19	SKIL
ARRB1	RPP30
ARRB2	WDR45
ARRB2	ARHGAP4
ARRB2	CNPY3
ARRB2	GRB10
ART3	KRT73
ASAH1	KLHL5
ASAP1	KCTD12
ASAP3	FZD7
ASAP3	PLEKHA6
ASAP3	PLXNA1
ASAP3	S1PR2
ASAP3	SLC43A3
ASB9	NTN3
ASCC1	PRSS48
ASCC1	HDC
ASCC3	CCDC43
ASF1A	LELP1
ASF1A	HIST1H2BM
ASH1L	SOS2
ASMTL-AS1	TRIM72
ASMTL-AS1	BAGE
ASMTL-AS1	HNF1A
ASMTL-AS1	OR9Q2
ASMTL-AS1	RHOV
ASMTL-AS1	SPAST
ASNA1	BLOC1S1
ASNA1	COPE
ASNA1	NAPA
ASPH	ZNF804B
ASPH	CLINT1
ASPH	DCAF6
ASPH	HLTF
ASPH	MSH3
ASPH	NARS
ASPH	PBX3
ASPH	RABL3
ASPH	RNF19A
ASPN	FGF7
ASPN	POSTN
ASPN	PPAP2A
ASRGL1	TBC1D8
ASRGL1	ACSL5
ASRGL1	CHN1
ASRGL1	EDN1
ASRGL1	MYOF
ASRGL1	SLC6A6
ATAD1	IFNGR1
ATAD2B	ZCCHC8
ATAD2B	CLK4
ATAD2B	FANCF
ATAD2B	NAP1L2
ATAD2B	WDR5B
ATF1	PLA2G2F
ATF1	CYP3A4
ATF1	CYP4F8
ATF1	SFTPB
ATF2	UBC
ATF3	CCL2
ATF3	NR4A3
ATF3	SOCS3
ATF7	KATNAL1
ATF7	TTC8
ATG12	C9
ATG16L2	EHBP1L1
ATG16L2	RAB24
ATG2B	POLR2M
ATG2B	CCDC129
ATG3	LRBA
ATG3	FLG2
ATG3	FAM153B
ATG3	UNC79
ATG3	ALDH1L2
ATG3	CBX3
ATG3	HNRNPC
ATG3	PLS1
ATG3	SNORA30
ATG5	CEP112
ATG5	RAB11FIP2
ATG5	SEC22A
ATG5	SPG20
ATG9A	CLCNKA
ATG9B	UNK
ATG9B	HHIPL2
ATL3	RFC2
ATM	FAM24B
ATMIN	IPO5
ATOX1	POP5
ATOX1	FAM173A
ATOX1	FAM32A
ATOX1	SRA1
ATOX1	UROS
ATOX1	AGA
ATOX1	ALAS1
ATOX1	WBSCR22
ATP10D	GDAP1
ATP10D	SLFN11
ATP10D	ZNF559
ATP13A2	GDI1
ATP1A1	MT2A
ATP1A1	CPT1A
ATP1A3	RNASE3
ATP1A3	ATRNL1
ATP1A3	HOXD9
ATP1B4	APOBEC1
ATP1B4	PPTC7
ATP1B4	C15orf53
ATP1B4	CHRNA3
ATP1B4	WDR72
ATP2A3	ZFP92
ATP2A3	SLC47A1
ATP2B1	RP2
ATP2B1	GNL3L
ATP2B1	ADAM17
ATP2B1	ATP6V1A
ATP2B1	DYRK2
ATP2B1	IDH3B
ATP2B1	KDM1B
ATP2B1	MCL1
ATP2B1	RINL
ATP2B1	SLC4A7
ATP2B1	SMC4
ATP2B1	TET3
ATP2B1	VCAN
ATP2C1	GFM1
ATP2C1	SUPT7L
ATP5A1	ACAA1
ATP5A1	C5orf15
ATP5A1	CD164
ATP5A1	FAM219B
ATP5A1	HSPA9
ATP5A1	MFN2
ATP5A1	PAPSS1
ATP5A1	RRM1
ATP5A1	SIRT2
ATP5A1	STOM
ATP5A1	TCAIM
ATP5A1	TSPAN3
ATP5A1	TYSND1
ATP5B	RARS2
ATP5B	C1orf43
ATP5B	SERPINB6
ATP5B	VDAC2
ATP5D	NDUFV1
ATP5D	TMEM161A
ATP5D	TBL3
ATP5D	C8orf82
ATP5D	TIMM44
ATP5D	ASS1
ATP5D	BCKDK
ATP5D	CISD1
ATP5D	CLUH
ATP5D	DAZAP1
ATP5D	OGFOD3
ATP5D	RABL6
ATP5D	SAC3D1
ATP5D	ZFC3H1
ATP5G3	SFXN1
ATP5G3	TMEM182
ATP5J2	RFXANK
ATP5J2	FIS1
ATP5J2	PHYKPL
ATP5J2	TMEM223
ATP5J2	NDUFA3
ATP5J2	PRDX5
ATP5J2	UNC119
ATP5L	TRMT10C
ATP5O	MRPS18B
ATP5SL	RNF8
ATP6AP1	TOP1MT
ATP6AP1L	ATG10
ATP6AP2	ACTL7A
ATP6AP2	UCP1
ATP6AP2	C14orf177
ATP6AP2	INIP
ATP6AP2	ADAM9
ATP6AP2	CAPZA1
ATP6AP2	FUCA1
ATP6AP2	HLA-DRA
ATP6AP2	NLN
ATP6V0A1	MAFK
ATP6V0A2	CRYBA2
ATP6V0A2	FLVCR1
ATP6V0B	GABARAP
ATP6V0B	H2AFZ
ATP6V0B	PALM2
ATP6V0B	PRICKLE2
ATP6V0B	SPCS3
ATP6V0B	SYNGR2
ATP6V0B	TNFRSF1A
ATP6V0D1	ACTN1
ATP6V0E1	C2orf76
ATP6V0E1	BANK1
ATP6V0E1	CAPZA2
ATP6V0E1	CRIPAK
ATP6V0E1	NXT2
ATP6V0E1	OGFRL1
ATP6V0E1	RFWD2
ATP6V0E1	SNX3
ATP6V0E1	TXNL1
ATP6V0E1	UBE2V2
ATP6V1B2	CBFB
ATP6V1B2	NVL
ATP6V1B2	PSEN1
ATP6V1B2	WDR1
ATP6V1D	BLVRA
ATP6V1E1	SNHG11
ATP6V1F	C7orf50
ATP6V1F	IFI6
ATP6V1F	TMEM147
ATP6V1F	TMEM205
ATP6V1F	PRDX1
ATP6V1F	POP7
ATP6V1F	ABHD16A
ATP6V1F	BCAP31
ATP6V1F	HMG20B
ATP6V1F	MCM2
ATP6V1F	POLD4
ATP6V1F	PPP1R7
ATP6V1F	SLC35B1
ATP6V1F	SLC39A13
ATP6V1F	SRD5A3
ATP6V1F	ZBTB44
ATP6V1G2	MEX3A
ATP6V1G2	ZNF80
ATP8B3	PRM2
ATP9A	RETSAT
ATP9A	MDFIC
ATP9A	RASA3
ATPAF1	STAMBP
ATPAF1	IARS2
ATPAF1	C11orf1
ATPAF1	AUH
ATPAF1	CFL2
ATPAF1	CLYBL
ATPAF1	DESI1
ATPAF1	KCNIP2
ATPAF1	PURB
ATPAF1	SUCLG2
ATPAF1	VDAC2
ATRN	FOSL2
ATRN	PDE4D
ATXN2	MEN1
ATXN2	KAT5
ATXN2	NELFA
ATXN2	SELO*
ATXN2	SNORA6
ATXN2	DFFA
ATXN2	HDAC5
ATXN2	HUWE1
ATXN2	IRGQ
ATXN2	LZTS2
ATXN2	SNX33
ATXN2	WIZ
ATXN2	ZFYVE1
ATXN3	ZNF563
ATXN3	NSRP1
ATXN7	ANKRD12
ATXN7L3B	AGGF1
ATXN7L3B	ARHGAP18
ATXN7L3B	CTDSPL
ATXN7L3B	MDN1
ATXN7L3B	PRKAB2
ATXN7L3B	TFAM
AUH	RXRA
AURKAIP1	SRSF9
AXDND1	DAO
AXDND1	CASS4
AXDND1	GDF15
AXDND1	TNIP3
AXDND1	ZNF486
AZI2	PANK2
AZIN1	PPP1R15B
AZIN1	SMNDC1
AZIN1	STX7
B3GALNT1	HEPH
B3GNT2	C11orf42
B3GNT2	ADAMTS15
B3GNT5	EGR3
B4GALNT1	C3orf84
B4GALNT3	TMEM179
BACE1	EEF2K
BACE1	UBALD2
BACE1	C15orf52
BACE1	DAG1
BACE1	EEF1A1
BACE1	NBPF1
BACE1	NLGN4Y
BACE1	NUMBL
BACE1	PCDHB6
BACE1	PCDHB7
BACE1	SETBP1
BACE1	TMEM159
BACE1	ZNF394
BACE1	ZNF503
BACE2	LPR4*
BACH1	NDUFV1
BACH1	CORO2B
BACH1	DNAJC11
BAG1	ANKS1A
BAG1	GLRX5
BAG1	GSPT1
BAG1	MKRN1
BAG1	RMND5A
BAG6	RNPEPL1
BAG6	INTS1
BANF1	TRAPPC1
BANF1	PPP4C
BANF1	RNF115
BANF1	PTGDR2
BANF1	RNF167
BANF1	SMARCB1
BANK1	OR10C1
BANP	CNTRL
BASP1	CSPG4
BASP1	DOLPP1
BASP1	PPARG
BASP1	SYBU
BAZ1A	TMEM9
BAZ1B	MPHOSPH10
BAZ1B	ATRX
BAZ1B	BCLAF1
BAZ1B	GTDC1
BAZ1B	HPS5
BAZ1B	KIAA0586
BAZ1B	MED1
BAZ1B	MINA
BAZ1B	NAT10
BAZ1B	NFIX
BAZ1B	RSRC2
BAZ1B	SH3KBP1
BAZ1B	SORD
BAZ1B	YY1
BAZ2A	GIGYF1
BAZ2A	KMT2B
BAZ2B	AKAP9
BAZ2B	GCC2
BAZ2B	ITSN2
BAZ2B	PPIG
BBS12	OR10K2
BBS7	ELL3
BBS7	RFC5
BCAM	CCL23
BCAM	RGS16
BCAP29	CNPPD1
BCAP29	ACBD5
BCAR1	NEURL2
BCAR1	SLC39A3
BCAS1	BAI1
BCAS1	NKX1-2
BCAS1	COX6A2
BCAS1	FITM1
BCAS1	FFAR1
BCAS1	FAM132A
BCAS1	MCCD1
BCAS1	OR10A4
BCAS1	NCR1
BCAS1	LINC00638
BCAS1	GCGR
BCAS1	KRTAP9-8
BCAS1	CENPT
BCAS1	GPA33
BCAS1	KCNJ12
BCAS1	NCMAP
BCAS1	PRKAR1B
BCAS1	TRPV4
BCAT1	PENK
BCAT1	CIT
BCAT1	CMKLR1
BCAT1	GABRB2
BCAT1	KIAA1598
BCAT1	MYO5A
BCAT1	SGMS2
BCKDHB	HRSP12
BCKDHB	C7orf10
BCKDHB	DNAJC25
BCKDHB	ERCC8
BCKDHB	WBP4
BCL11A	MS4A1
BCL2L1	MAP2K3
BCL2L15	ENPP7
BCL2L15	KRT27
BCL2L15	CDH7
BCL2L15	OR4A5
BCL2L15	ERC2-IT1
BCL2L15	AARD
BCL2L15	CGN
BCL2L15	CNGB3
BCL2L15	DCAF11
BCL2L15	DTWD2
BCL2L15	FIZ1
BCL2L15	GPR110
BCL2L15	POLH
BCL2L15	TMEM130
BCL2L15	UGT2B4
BCL2L15	USB1
