Probe_Id	Symbol	is.hub	Module	has.cisEQTL	module.rank	cor.w.sqrtBMI	cor.w.logmatsuda	cor.w.logSi	is.keydriver	connectivity
ILMN_1751279	KLHL32	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_2319000	MATK	TRUE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	16
ILMN_1808824	NEBL	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1813625	TRIM25	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_2185665	PGAP1	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1811286	LOC652082	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1718898	HOXC9	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1809292	IMMP2L	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_2273103	ELK4	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1720482	CEND1	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1806782	ZNF235	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_3236808	MEG8	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1709026	C6orf145	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1804306	LYPLA2P1	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1735168	SUV420H2	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1697175	TBN	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1767337	SFXN5	FALSE	M2	TRUE	490	NotCorr	NegativeCorr	NegativeCorr	FALSE	4
ILMN_1656131	LOC401237	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1697493	WDFY3	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1705892	SH2D1A	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_2082865	PLLP	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_1687273	LOC653468	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_2289093	KIAA1618	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1796949	TPX2	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1684368	C5orf62	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1666546	DUSP14	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_3277715	LOC389873	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1700994	KREMEN1	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_2349982	FGF1	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1678165	LSM7	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1790114	LOC474170	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1748591	ODC1	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1806040	TYMS	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1789384	QSOX2	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1735822	TTC30A	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1757754	SUDS3	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1743402	SIX4	FALSE	M2	FALSE	490	NegativeCorr	NotCorr	NotCorr	FALSE	4
ILMN_1662675	ADAM2	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1680220	GEN1	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1742269	LOC642726	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_2129877	PARP11	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1727466	KCNMB4	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1713521	ZNF205	FALSE	M2	TRUE	490	NegativeCorr	NotCorr	NotCorr	FALSE	1
ILMN_1781173	HDAC9	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_1658513	IQSEC2	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1674046	C10orf128	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1767015	BCORL1	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1810267	DNHD1	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_2398107	ASNS	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1779825	PRDM2	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_3215268	LOC441714	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_2203147	TMPRSS12	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1766660	FAM22A	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1669367	LOC649023	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1698038	FAM188B	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1709937	KCNN4	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1754798	KSR1	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1724822	LOC399744	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1810652	LMBRD2	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1808846	TBKBP1	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1750896	STX17	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1743995	ALG12	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_3283141	LOC643802	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1712347	LOC644422	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1790810	HCN4	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_3238353	LOC100130818	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1669788	NUDT14	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_3177354	LOC100128425	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1805726	LOC654069	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_3235420	LOC100133055	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_2083818	EXOC8	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1749960	FAM78B	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1670377	ZNF20	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_2283196	ZSWIM3	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1774044	LOC647718	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1677719	CHST1	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1691293	RNF185	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_3244405	LOC100134172	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1776778	PARP15	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1695509	PTPN12	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	8
ILMN_2083469	IRS2	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1698650	C17orf41	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1660307	LOC649580	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1682336	MASTL	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1705049	TMEM67	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_3248301	ZNF583	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1744676	RNF112	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1665013	LOC651169	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1776081	LOC652195	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1664186	MFN1	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_3182171	FGGY	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1740463	LOC339778	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1762155	FBXO40	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1736218	CHRNB3	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1689899	MTERFD2	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1668752	FLJ20850	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1664276	TBX22	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_2110422	PKD1L1	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1783253	DDX12	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1802557	HEBP1	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1652580	POLD1	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1782829	GLTSCR1	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	8
ILMN_1798308	AHSA2	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	6
ILMN_1761423	LOC651809	FALSE	M2	FALSE	490	NotCorr	PositiveCorr	NotCorr	FALSE	2
ILMN_1759326	P2RX7	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_3240173	MTSS1L	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1788239	AMDHD1	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1799082	ZNF609	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_3188062	LOC100128516	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1708798	EAF2	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1797073	LOC646903	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1751743	XRCC1	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	6
ILMN_1811579	HOMER3	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1659543	LOC283849	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1697880	PLD2	FALSE	M2	FALSE	490	NotCorr	NegativeCorr	NotCorr	FALSE	1
ILMN_1750518	THOC4	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1763955	LOC653119	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1813117	ITGA9	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_3237698	LOC100133503	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1797201	KRTAP10-2	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1700086	DOK1	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_2367191	PSMF1	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1694671	ZFAND2A	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1754244	MYH8	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1679800	BRIX1	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1711371	LOC649174	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1679476	GART	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_3248676	CBWD3	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1694041	PDCL	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1723886	ZFP2	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1755354	YBX2	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1669103	LOC732300	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1745811	TDRD3	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1703973	LOC654002	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_3235221	LOC644936	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1691716	SAMD6	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1686972	LOC644580	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_3241568	LOC100134152	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1790953	TBCB	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1803818	NMNAT2	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1730928	CDK5R1	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1715407	LOC644404	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1687268	SEC14L5	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_1787326	SNORA65	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_3239217	LOC729057	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1718657	FLJ43950	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_3265021	LOC100129375	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1695858	LOC641987	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1792168	GALE	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1693221	CENPH	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_2169439	ITGAV	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	6
ILMN_1708891	SCFD2	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1758626	IDS	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_3246612	METTL11B	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1779241	CRYM	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1737947	LSM5	FALSE	M2	TRUE	490	PositiveCorr	NegativeCorr	NegativeCorr	FALSE	6
ILMN_1718128	PABPC3	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1806999	B9D2	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_1784516	TTC18	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_3251415	RBM43	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1690101	FAIM	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1705848	FAM104B	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1791306	C9orf103	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1751378	RARS	FALSE	M2	TRUE	490	NegativeCorr	NotCorr	NotCorr	FALSE	2
ILMN_2248655	RGS3	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1779497	FLJ45202	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1721922	NAB2	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1652371	KIAA1324L	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1796497	PIP3-E	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1797184	PKN3	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1730347	CCDC115	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1722034	KIAA1586	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_3202653	LOC100132493	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1714424	PTCD3	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_2111229	BZRAP1	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_3305339	UBA5	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1695418	IQGAP3	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1808811	SBNO2	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1653039	LOC642934	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_3240586	PLD6	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1712914	SEMA6B	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1768962	AKAP8L	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_1689002	DTX1	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_2227266	TMEM35	TRUE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	14
ILMN_1656327	GLT1D1	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1794825	ALDH3A2	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1679450	LOC730746	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1719785	UCK1	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1815859	ERCC2	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1721614	LOC442501	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_3239445	ZBTB42	FALSE	M2	FALSE	490	NotCorr	NotCorr	PositiveCorr	FALSE	3
ILMN_1670122	ZNF624	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1803018	KIFC2	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1687275	JUB	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_3215374	LOC257396	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1690532	FLJ40473	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1680420	NUDT13	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1656404	ZNF251	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1689110	NOB1	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1682664	LOC644809	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1732182	FBXO44	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1734486	C1orf19	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_3248712	SNORD67	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1658254	LOC643403	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1691403	SYDE2	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1748352	CTSL2	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_2054213	MPHOSPH8	FALSE	M2	FALSE	490	NotCorr	PositiveCorr	NotCorr	FALSE	3
ILMN_3248213	LOC729668	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1655605	LOC727987	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_3194087	HSPC157	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1671818	UTS2	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1703100	LOC284701	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1771264	ELL3	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_2146648	PRB3	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1790384	LOC654202	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1796793	MGC2752	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_2410713	FGFR4	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1661172	LOC650034	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1772780	TCP11L2	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1686961	FGFBP3	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1798083	CHERP	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1688435	LOC155060	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1658369	TACR3	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1792057	LRP2BP	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1781628	SURF2	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1807152	GOLGA1	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1723007	ZCCHC9	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1702073	ODF2L	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1761242	COMMD1	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1703370	ZDHHC12	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1784113	NAT14	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1734510	PTK9	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_2211030	SPANXB1	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_2342068	ERC1	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1693645	LOC554208	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1660043	UBXN11	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1666733	IL8	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1758093	C14orf101	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1725946	IRF6	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1814808	BFAR	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1723834	FLJ32011	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1809951	ZNF200	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1791106	HEATR6	FALSE	M2	TRUE	490	NotCorr	NotCorr	NotCorr	FALSE	6
ILMN_1777453	LOC653419	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_3271179	LOC100128775	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_2383077	SLC39A7	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1760792	KLHL7	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_1670087	FBXO43	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1748323	CXCL14	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_1808984	CXorf48	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1803045	TUBGCP5	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1662413	HGSNAT	FALSE	M2	FALSE	490	NotCorr	NotCorr	NotCorr	FALSE	1
