Probe_Id	Symbol	is.hub	Module	has.cisEQTL	module.rank	cor.w.sqrtBMI	cor.w.logmatsuda	cor.w.logSi	is.keydriver	connectivity
ILMN_1748352	CTSL2	FALSE	M60	FALSE	43	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1801914	SH3BP2	FALSE	M60	TRUE	43	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1764732	LOC652640	FALSE	M60	FALSE	43	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1724497	ABI2	FALSE	M60	FALSE	43	NotCorr	NegativeCorr	NotCorr	FALSE	2
ILMN_1680353	NSF	FALSE	M60	FALSE	43	PositiveCorr	NegativeCorr	NotCorr	FALSE	3
ILMN_1788211	SNX19	FALSE	M60	TRUE	43	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_3232949	FAM71E2	FALSE	M60	FALSE	43	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_2260392	ACTR3B	FALSE	M60	FALSE	43	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_2075927	STK40	TRUE	M60	FALSE	43	NotCorr	NotCorr	NotCorr	TRUE	34
ILMN_1741684	SMPD1	FALSE	M60	FALSE	43	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_2365484	SNX1	FALSE	M60	FALSE	43	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1758057	TOR1AIP2	FALSE	M60	FALSE	43	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_3241104	LOC286135	FALSE	M60	FALSE	43	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_3240116	SNORA59A	TRUE	M61	FALSE	106	NotCorr	NotCorr	NotCorr	FALSE	17
ILMN_3235188	LOC100131187	FALSE	M61	FALSE	106	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1808789	MYO5C	FALSE	M61	TRUE	106	NotCorr	NotCorr	NotCorr	FALSE	11
ILMN_1670325	SLC47A1	FALSE	M61	TRUE	106	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1653856	STS-1	FALSE	M61	FALSE	106	NotCorr	NotCorr	NotCorr	FALSE	6
ILMN_1773650	LRRN3	FALSE	M61	FALSE	106	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1778242	CALM1	FALSE	M61	FALSE	106	PositiveCorr	NegativeCorr	NegativeCorr	FALSE	4
ILMN_2120555	ADCY1	FALSE	M61	FALSE	106	NegativeCorr	PositiveCorr	PositiveCorr	FALSE	4
ILMN_2069224	PVALB	FALSE	M61	TRUE	106	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_3247251	SNORA59B	FALSE	M61	TRUE	106	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1797776	PRSS23	FALSE	M61	TRUE	106	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1753411	LOC221442	FALSE	M61	FALSE	106	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1778371	CCBL2	FALSE	M61	TRUE	106	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_1756935	OSBPL6	FALSE	M61	TRUE	106	PositiveCorr	NegativeCorr	NegativeCorr	FALSE	3
ILMN_3197097	TSTD1	FALSE	M61	FALSE	106	NotCorr	NotCorr	NotCorr	FALSE	6
ILMN_1745573	TTC13	FALSE	M61	TRUE	106	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1783846	RAPH1	FALSE	M61	FALSE	106	NotCorr	NotCorr	NotCorr	FALSE	8
ILMN_1763404	LOC653226	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1654861	ACO2	TRUE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	TRUE	36
ILMN_1723843	CSNK2A2	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	11
ILMN_1714599	CAMLG	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	10
ILMN_1665066	C4orf14	FALSE	M62	TRUE	212	NotCorr	NotCorr	PositiveCorr	FALSE	5
ILMN_1737992	CRAT	FALSE	M62	TRUE	212	NotCorr	NegativeCorr	NegativeCorr	FALSE	9
ILMN_1730523	FAM195A	FALSE	M62	TRUE	212	NotCorr	NotCorr	NotCorr	FALSE	6
ILMN_1729051	MSH6	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	10
ILMN_1671583	MKRN1	FALSE	M62	TRUE	212	NotCorr	NotCorr	NotCorr	FALSE	6
ILMN_1772261	GLG1	TRUE	M62	TRUE	212	NotCorr	NotCorr	NotCorr	FALSE	14
ILMN_1751753	IDH2	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	8
ILMN_1696127	KIAA0240	FALSE	M62	FALSE	212	NotCorr	PositiveCorr	NotCorr	FALSE	9
ILMN_2225595	ACAD8	FALSE	M62	TRUE	212	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1809963	RSAD1	FALSE	M62	TRUE	212	NotCorr	NotCorr	NotCorr	FALSE	6
ILMN_1700518	HMGN4	FALSE	M62	TRUE	212	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1745702	LOC646675	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	6
ILMN_1720235	ADSSL1	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_2098743	THEM2	FALSE	M62	TRUE	212	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_2372398	ALDH5A1	FALSE	M62	TRUE	212	PositiveCorr	NegativeCorr	NegativeCorr	FALSE	7
ILMN_1742089	NLN	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_2222234	PRDX4	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_2278433	LOC285074	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1683932	ZNF425	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1683279	PEX6	FALSE	M62	TRUE	212	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1698777	ADCK1	FALSE	M62	TRUE	212	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1735172	LOC151121	FALSE	M62	FALSE	212	PositiveCorr	NegativeCorr	NegativeCorr	FALSE	6
ILMN_1667711	HRASLS3	FALSE	M62	TRUE	212	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_3227060	LOC728931	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1701765	LOC646677	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_2343310	DYNC2H1	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1788180	RAB13	FALSE	M62	TRUE	212	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1796240	KIAA1012	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1687840	ABCB7	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1728934	PRC1	FALSE	M62	TRUE	212	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_1660261	TDRD6	FALSE	M62	TRUE	212	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1762993	PIGV	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1694778	LOC646723	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1656254	NOTCH2NL	FALSE	M62	TRUE	212	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1662786	LOC643692	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_3248301	ZNF583	FALSE	M62	TRUE	212	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1700086	DOK1	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_3217276	LOC644517	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_2227473	PIBF1	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_2099594	SRP9	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_2332713	SLC25A3	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	9
ILMN_1806634	NNT	FALSE	M62	TRUE	212	NotCorr	NotCorr	NotCorr	FALSE	9
ILMN_3192289	LOC100129195	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	6
ILMN_1702247	CCNDBP1	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	6
ILMN_2138435	MRPS27	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	7
ILMN_1778917	CDK7	FALSE	M62	TRUE	212	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_3278170	LOC441455	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1701375	FBXW5	FALSE	M62	TRUE	212	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_2087303	XKR8	FALSE	M62	TRUE	212	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_2217935	RFC1	FALSE	M62	TRUE	212	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1795835	LOC338758	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1800172	RILP	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1685170	ANXA11	FALSE	M62	TRUE	212	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_3248586	LOC100133144	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1707137	C17orf97	FALSE	M62	TRUE	212	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1773153	LOC650111	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_3297398	LOC729595	FALSE	M62	FALSE	212	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_2201533	C17orf61	TRUE	M63	FALSE	261	NotCorr	NotCorr	NotCorr	FALSE	9
ILMN_1656521	CGI-96	FALSE	M63	FALSE	261	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_2080637	ZBTB44	FALSE	M63	FALSE	261	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1813682	MRPL53	FALSE	M63	TRUE	261	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1667510	C12orf65	FALSE	M63	FALSE	261	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_1771841	FOSL1	FALSE	M63	FALSE	261	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1688178	RRP7A	FALSE	M63	TRUE	261	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1663684	ATP13A3	FALSE	M63	FALSE	261	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1802557	HEBP1	FALSE	M63	FALSE	261	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1712959	DUSP2	FALSE	M63	FALSE	261	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_2382488	CTU2	FALSE	M63	FALSE	261	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_3237099	LOC100134815	FALSE	M63	FALSE	261	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1759952	PSMA5	TRUE	M64	FALSE	94	NotCorr	NotCorr	NotCorr	FALSE	12
ILMN_1690392	COMMD3	FALSE	M64	FALSE	94	NotCorr	NotCorr	NotCorr	FALSE	8
ILMN_1768784	PSMC2	FALSE	M64	FALSE	94	NotCorr	NegativeCorr	NotCorr	FALSE	9
ILMN_1789176	PSMB1	FALSE	M64	FALSE	94	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_1682494	RSRC1	FALSE	M64	TRUE	94	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1664303	HTATIP2	FALSE	M64	TRUE	94	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1726239	TBCA	FALSE	M64	FALSE	94	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_2289825	ARPP-21	FALSE	M64	FALSE	94	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1655316	PSMC6	FALSE	M64	TRUE	94	PositiveCorr	NegativeCorr	NegativeCorr	FALSE	6
ILMN_1804834	C6orf130	FALSE	M64	TRUE	94	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_1744059	DCTN6	FALSE	M64	TRUE	94	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1751075	SETD4	FALSE	M64	TRUE	94	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1721704	FNTA	FALSE	M64	FALSE	94	NotCorr	NegativeCorr	NotCorr	FALSE	3
ILMN_2155998	PSMD6	FALSE	M64	TRUE	94	PositiveCorr	NotCorr	NotCorr	FALSE	6
ILMN_1678957	WDR55	FALSE	M64	FALSE	94	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1729157	LOC652903	FALSE	M64	FALSE	94	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1669663	BCR	FALSE	M64	FALSE	94	PositiveCorr	NotCorr	NotCorr	FALSE	1
ILMN_1809292	IMMP2L	FALSE	M64	TRUE	94	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1812073	ATP6V1B1	FALSE	M64	FALSE	94	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1793118	TAX1BP1	FALSE	M64	FALSE	94	NotCorr	NotCorr	NotCorr	FALSE	10
ILMN_1737517	RPL29	FALSE	M64	FALSE	94	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_2061327	TAF13	FALSE	M64	FALSE	94	PositiveCorr	NegativeCorr	NotCorr	FALSE	4
ILMN_2290618	SEC22C	FALSE	M64	TRUE	94	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1698673	EFCAB7	FALSE	M65	FALSE	458	NotCorr	NotCorr	NotCorr	FALSE	9
ILMN_1737604	FLJ10986	FALSE	M65	TRUE	458	NotCorr	NotCorr	NotCorr	FALSE	6
ILMN_1700081	FST	FALSE	M65	FALSE	458	NotCorr	NotCorr	NotCorr	FALSE	14
ILMN_1784602	CDKN1A	TRUE	M65	FALSE	458	NotCorr	NotCorr	NotCorr	FALSE	11
ILMN_1693912	SLC47A2	FALSE	M65	FALSE	458	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1705466	FLJ30058	FALSE	M65	FALSE	458	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_1794490	FLJ10781	FALSE	M65	TRUE	458	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_3247023	FLJ22536	FALSE	M65	TRUE	458	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1736327	CDC42EP3	FALSE	M65	FALSE	458	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_2179083	LOXL4	FALSE	M65	TRUE	458	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1673409	MGC16121	FALSE	M65	FALSE	458	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_2052208	GADD45A	TRUE	M65	TRUE	458	NotCorr	NotCorr	NotCorr	FALSE	13
ILMN_3299393	PNMAL1	FALSE	M65	TRUE	458	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_3246405	LOC100144604	FALSE	M65	FALSE	458	NotCorr	NotCorr	NotCorr	FALSE	7
ILMN_3182171	FGGY	FALSE	M65	FALSE	458	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1754244	MYH8	FALSE	M65	FALSE	458	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_2361768	CHRNA1	FALSE	M65	TRUE	458	NotCorr	NegativeCorr	NotCorr	FALSE	5
ILMN_3253126	FLJ41484	FALSE	M65	FALSE	458	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1784860	RFC3	FALSE	M65	FALSE	458	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1772981	EPN1	TRUE	M66	TRUE	440	NotCorr	NotCorr	NotCorr	TRUE	24
ILMN_3238274	BTBD2	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	TRUE	17
ILMN_1655694	LOC642031	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	13
ILMN_1704793	MYPOP	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	14
ILMN_1700109	PTOV1	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	11
ILMN_1681590	LARP1	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	13
ILMN_1714327	SETD1A	TRUE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	22
ILMN_3307926	ADRBK1	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	10
ILMN_1709124	ANO8	FALSE	M66	TRUE	440	NotCorr	NotCorr	NotCorr	FALSE	6
ILMN_1677122	FAM168B	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1698491	MBD3	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	10
ILMN_1734602	SRRM2	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_1811823	MED25	FALSE	M66	TRUE	440	NotCorr	NotCorr	NotCorr	FALSE	6
ILMN_1654287	ADCY9	FALSE	M66	TRUE	440	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1788604	WBP2	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1799614	PNPLA6	FALSE	M66	TRUE	440	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_1687315	RXRA	FALSE	M66	TRUE	440	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1781906	RBM17	FALSE	M66	TRUE	440	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1729294	RNF130	FALSE	M66	TRUE	440	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1651936	SETD8	FALSE	M66	TRUE	440	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1657862	AHCY	FALSE	M66	TRUE	440	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_1743499	POLDIP2	FALSE	M66	TRUE	440	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1683277	KIAA0319L	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	8
ILMN_1808333	PPP1R7	FALSE	M66	TRUE	440	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1807894	SLC7A8	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1741334	IKZF4	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	6
ILMN_1688295	ZNF219	FALSE	M66	TRUE	440	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_1726421	METTL9	FALSE	M66	TRUE	440	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1771593	RRM1	FALSE	M66	TRUE	440	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_1728887	PAK4	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1703153	N-PAC	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1658834	ZC3H18	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1778032	SURF6	FALSE	M66	TRUE	440	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1694730	RNPEPL1	FALSE	M66	TRUE	440	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_2412807	DCTN1	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1738622	NDNL2	FALSE	M66	TRUE	440	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1811301	INPP5E	FALSE	M66	TRUE	440	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1711208	CELSR2	FALSE	M66	TRUE	440	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_3285785	LOC647307	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1693717	RPH3AL	FALSE	M66	TRUE	440	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_2154950	ZNF423	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	13
ILMN_2165473	MID1IP1	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_2160005	NUMA1	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_2390974	DNAJB2	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1805643	RILPL1	FALSE	M66	TRUE	440	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_3251423	CHDH	FALSE	M66	TRUE	440	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_2348090	MRPL55	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_2269136	AGAP3	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1730048	C7orf26	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1732615	ASMTL	FALSE	M66	FALSE	440	NotCorr	PositiveCorr	NotCorr	FALSE	3
ILMN_1747344	IL3RA	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1779257	CD40	FALSE	M66	FALSE	440	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1733421	PRKCQ	FALSE	M67	TRUE	365	NegativeCorr	NotCorr	NotCorr	FALSE	10
ILMN_3277872	LOC644684	FALSE	M67	FALSE	365	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1755954	CPEB3	TRUE	M67	FALSE	365	NotCorr	NotCorr	NotCorr	TRUE	17
ILMN_2050255	UCKL1	FALSE	M67	FALSE	365	NotCorr	NotCorr	NotCorr	FALSE	7
ILMN_1804737	RAVER2	FALSE	M67	TRUE	365	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_1758750	EARS2	FALSE	M67	TRUE	365	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1793615	ME3	FALSE	M67	TRUE	365	NotCorr	PositiveCorr	NotCorr	FALSE	3
ILMN_1767658	RRS1	FALSE	M67	FALSE	365	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1667162	NKX3-1	FALSE	M67	FALSE	365	NotCorr	NotCorr	NotCorr	FALSE	6
ILMN_1668469	KIAA0922	FALSE	M67	TRUE	365	NotCorr	NotCorr	PositiveCorr	FALSE	3
ILMN_1780598	PIAS1	FALSE	M67	FALSE	365	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1747303	DDX39	FALSE	M67	FALSE	365	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1813400	CBR4	FALSE	M67	TRUE	365	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_3243813	LOC727914	FALSE	M67	FALSE	365	NotCorr	NotCorr	NotCorr	FALSE	6
ILMN_1708798	EAF2	FALSE	M67	TRUE	365	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_3295109	LOC653557	FALSE	M67	FALSE	365	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_2248589	DHX40	FALSE	M67	FALSE	365	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_1651262	HNRNPAB	FALSE	M67	FALSE	365	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_2095820	UTP14A	FALSE	M67	FALSE	365	NegativeCorr	NotCorr	NotCorr	FALSE	2
ILMN_1771261	SYNC1	FALSE	M69	FALSE	504	NotCorr	NotCorr	NotCorr	FALSE	11
ILMN_1806801	TMEM182	TRUE	M69	FALSE	504	NotCorr	NotCorr	NotCorr	FALSE	17
ILMN_2376502	RHOBTB1	FALSE	M69	FALSE	504	NotCorr	NotCorr	NotCorr	FALSE	18
ILMN_1671777	FGF13	TRUE	M69	FALSE	504	NotCorr	NotCorr	NotCorr	FALSE	13
ILMN_1754880	HERC2P2	FALSE	M69	FALSE	504	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1680948	LMOD1	FALSE	M69	FALSE	504	NotCorr	NotCorr	NotCorr	FALSE	9
ILMN_1716071	PAQR3	FALSE	M69	FALSE	504	NotCorr	NotCorr	NotCorr	FALSE	8
ILMN_1757995	PARP2	FALSE	M69	FALSE	504	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_1703006	MTCH1	FALSE	M69	FALSE	504	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_1655867	HRASLS	FALSE	M69	TRUE	504	PositiveCorr	NegativeCorr	NegativeCorr	FALSE	5
ILMN_2324998	NGDN	FALSE	M69	FALSE	504	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_2111237	MN1	FALSE	M69	FALSE	504	NotCorr	NotCorr	NotCorr	FALSE	8
ILMN_1684439	MLF1	FALSE	M69	TRUE	504	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1758324	SLCO5A1	FALSE	M69	TRUE	504	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1673288	LOC649848	FALSE	M69	FALSE	504	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1735908	UTP15	FALSE	M69	TRUE	504	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_3239031	SYNC	FALSE	M69	FALSE	504	NotCorr	NotCorr	NotCorr	FALSE	6
ILMN_2089329	SPRY2	FALSE	M69	TRUE	504	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1712886	LOC642325	FALSE	M69	FALSE	504	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_2194467	SGCB	TRUE	M69	FALSE	504	NotCorr	NotCorr	NotCorr	FALSE	17
ILMN_1703408	FZD3	FALSE	M69	FALSE	504	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_1688152	IL27RA	FALSE	M69	FALSE	504	NotCorr	NotCorr	NotCorr	FALSE	5
ILMN_1770293	KLF5	FALSE	M69	TRUE	504	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_2316236	HOPX	FALSE	M69	TRUE	504	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1812787	LOC653717	FALSE	M69	FALSE	504	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1726466	HDHD3	FALSE	M69	TRUE	504	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1665013	LOC651169	FALSE	M69	FALSE	504	NotCorr	NotCorr	NotCorr	FALSE	2
ILMN_3251415	RBM43	FALSE	M69	FALSE	504	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_3215374	LOC257396	FALSE	M69	FALSE	504	NotCorr	NotCorr	NotCorr	FALSE	1
ILMN_1793578	ZFP37	FALSE	M69	TRUE	504	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_1724009	SETD6	FALSE	M69	TRUE	504	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1763457	SGCD	FALSE	M69	TRUE	504	NotCorr	NotCorr	NotCorr	FALSE	6
ILMN_1695092	WRB	FALSE	M69	TRUE	504	NotCorr	NotCorr	NotCorr	FALSE	4
ILMN_3241803	PAR5	FALSE	M69	FALSE	504	NotCorr	NotCorr	NotCorr	FALSE	3
ILMN_1703379	VPS41	FALSE	M69	TRUE	504	NotCorr	NotCorr	NotCorr	FALSE	3
